,date,species,plant,rep,input_by,trt,branch_length,branch_width,branch_height,total_branch_mass,branching,mpa,notes on plant char,start_time_clocktime,start_time,ambient_temp,ambient_humidity,pre_ignition_glow,first_glow_time,ignition,primary_ignition,primary_time_of_flame_end,secondary_ignition,secondary_time_of_flame_end,third_ignition,third_time_of_ignition_flame_end,time_of_max_flame_height,max_flame_height,time_of_glow_end,thermocoupler_height,hotplate_height,notes on flame data,end_time_clock_time,maxflameht_time_clock_time,firstigstart_time_clock_time,secondigstart_time_clock_time,firstigend_time_clock_time,secondigend_time_clock_time
0,2022-08-03,ARTCAL,P1,R1,SM,W,25.5,4.5,3.0,18.507,0.0,-2.3,,2023-04-13 10:18:36,2023-04-13 00:00:27,26.6,54.0,0,,M,2023-04-13 00:07:09,2023-04-13 00:07:11,,,,,2023-04-13 00:07:09,26,2023-04-13 00:08:08,,17.0,,2023-04-13 10:26:17,2023-04-13 10:25:18,2023-04-13 10:25:18,,2023-04-13 10:25:20,
1,2022-08-03,ARTCAL,P1,R2,SM,W,25.0,4.8,3.0,18.129,0.0,-1.6,,2023-04-13 10:29:00,2023-04-13 00:00:00,27.4,49.0,1,0:55,0,,,,,,,,,2023-04-13 00:07:25,,17.0,videos were started after plant was put in ,2023-04-13 10:36:25,,,,,
2,2022-08-03,ARTCAL,P1,R3,SM,W,25.0,7.1,5.0,18.33,1.0,-2.0,,2023-04-13 10:38:13,2023-04-13 00:00:12,27.6,47.0,1,0:54,0,,,,,,,,,2023-04-13 00:07:52,,17.0,,2023-04-13 10:45:53,,,,,
3,2022-08-03,ARTCAL,P1,R4,SM,W,25.0,3.7,2.2,18.219,0.0,-2.2,,2023-04-13 10:48:21,2023-04-13 00:00:18,28.1,46.0,1,1:50,0,,,,,,,,,2023-04-13 00:07:17,,17.0,,2023-04-13 10:55:20,,,,,
4,2022-08-03,ARTCAL,P1,R5,SM,W,21.5,4.8,2.3,17.75,0.0,-1.9,,2023-04-13 10:57:30,2023-04-13 00:00:00,28.5,44.0,1,1:08,0,,,,,,,,,2023-04-13 00:07:23,,17.0,videos were started after plant was put in ,2023-04-13 11:04:53,,,,,
5,2022-08-30,ARTCAL,P10,R1,AC,W,25.0,2.2,2.1,17.577,0.0,-2.8,,2023-04-13 09:56:37,2023-04-13 00:00:10,25.5,52.0,1,1:32,M,2023-04-13 00:07:34,2023-04-13 00:07:45,,,,,2023-04-13 00:07:41,11,2023-04-13 00:08:05,,15.0,,2023-04-13 10:04:32,2023-04-13 10:04:08,2023-04-13 10:04:01,,2023-04-13 10:04:12,
6,2022-08-30,ARTCAL,P10,R2,AC,W,25.0,2.7,1.6,17.517,0.0,-1.9,,2023-04-13 10:06:42,2023-04-13 00:00:19,26.0,51.0,1,0:42,M,2023-04-13 00:05:52,2023-04-13 00:06:05,,,,,2023-04-13 00:05:55,6,2023-04-13 00:10:05,,15.0,,2023-04-13 10:16:28,2023-04-13 10:12:18,2023-04-13 10:12:15,,2023-04-13 10:12:28,
7,2022-08-30,ARTCAL,P10,R3,AC,W,23.0,7,2.4,17.99,2.0,-1.7,,2023-04-13 10:18:02,2023-04-13 00:00:09,27.0,47.0,0,,1,2023-04-13 00:01:38,2023-04-13 00:01:47,,,,,2023-04-13 00:01:38,27,2023-04-13 00:07:50,,15.0,,2023-04-13 10:25:43,2023-04-13 10:19:31,2023-04-13 10:19:31,,2023-04-13 10:19:40,
8,2022-08-30,ARTCAL,P10,R4,AC,W,25.0,2.8,1.5,17.595,1.0,-2.3,,2023-04-13 10:27:42,2023-04-13 00:00:09,27.5,42.0,1,0:33,0,,,,,,,,,2023-04-13 00:08:04,,15.0,,2023-04-13 10:35:37,,,,,
9,2022-08-30,ARTCAL,P10,R5,AC,W,25.0,4.8,2.0,17.626,5.0,-1.9,,2023-04-13 10:36:56,2023-04-13 00:00:10,28.4,42.0,1,0:55,0,,,,,,,,,2023-04-13 00:05:11,,15.0,,2023-04-13 10:41:57,,,,,
10,2022-08-30,ARTCAL,P10,R6,AC,W,25.0,5,3.0,18.127,8.0,-1.7,,2023-04-13 10:43:31,2023-04-13 00:00:12,34.0,40.0,0,,1,2023-04-13 00:00:43,2023-04-13 00:00:45,,,,,2023-04-13 00:00:44,22,2023-04-13 00:10:15,,15.0,,2023-04-13 10:53:34,2023-04-13 10:44:03,2023-04-13 10:44:02,,2023-04-13 10:44:04,
11,2022-08-30,ARTCAL,P10,R7,AC,W,25.0,9,3.5,18.084,2.0,-1.9,,2023-04-13 10:55:00,2023-04-13 00:00:08,34.0,41.0,1,0:27,0,,,,,,,,,2023-04-13 00:13:26,,15.0,,2023-04-13 11:08:18,,,,,
12,2022-08-30,ARTCAL,P10,R8,AC,W,25.0,6.5,3.6,17.883,2.0,-2.3,,2023-04-13 11:10:52,2023-04-13 00:00:18,34.0,41.0,0,,M,2023-04-13 00:10:14,2023-04-13 00:10:15,2023-04-13 00:10:20,2023-04-13 00:10:31,,,2023-04-13 00:10:14,21,2023-04-13 00:11:32,,15.0,secondary ignition is manual,2023-04-13 11:22:06,2023-04-13 11:20:48,2023-04-13 11:20:48,2023-04-13 11:20:54,2023-04-13 11:20:49,2023-04-13 11:21:05
13,2022-08-03,ARTCAL,P2,R1,SM,W,25.0,13,8.0,19.562,13.0,-2.25,,2023-04-13 11:07:45,2023-04-13 00:01:29,29.3,42.0,1,1:55,0,,,,,,,,,2023-04-13 00:07:03,,17.0,,2023-04-13 11:13:19,,,,,
15,2022-08-03,ARTCAL,P2,R3,SM,W,25.0,7,4.3,20.055,16.0,-1.3,"thick stem, second cut of same branch",2023-04-13 11:26:49,2023-04-13 00:00:23,29.6,41.0,1,0:44,1,2023-04-13 00:01:01,2023-04-13 00:01:04,,,,,2023-04-13 00:01:01,32,2023-04-13 00:05:28,,17.0,,2023-04-13 11:31:54,2023-04-13 11:27:27,2023-04-13 11:27:27,,2023-04-13 11:27:30,
16,2022-08-03,ARTCAL,P3,R1,SM,W,21.5,4,3.7,18.295,21.0,-3.15,second cut ,2023-04-13 11:33:57,2023-04-13 00:00:22,30.1,41.0,1,0:55,0,,,,,,,,,2023-04-13 00:04:40,,17.0,,2023-04-13 11:38:15,,,,,
17,2022-08-03,ARTCAL,P3,R2,SM,W,25.0,2.5,2.6,18.08,21.0,-2.5,,2023-04-13 11:39:52,2023-04-13 00:00:18,29.7,40.0,1,1:04,0,,,,,,,,,2023-04-13 00:04:00,,17.0,,2023-04-13 11:43:34,,,,,
18,2022-08-03,ARTCAL,P3,R3,SM,W,25.0,8.6,5.3,18.828,12.0,-2.5,,2023-04-13 11:46:25,2023-04-13 00:00:32,30.0,41.0,1,0:53,0,,,,,,,,,2023-04-13 00:05:00,,17.0,,2023-04-13 11:50:53,,,,,
19,2022-08-03,ARTCAL,P3,R4,SM,W,25.0,2.2,2.0,17.489,0.0,-2.1,,2023-04-13 11:52:06,2023-04-13 00:00:16,29.6,41.0,1,2:23,M,2023-04-13 00:03:36,2023-04-13 00:03:47,,,,,2023-04-13 00:03:35,17,2023-04-13 00:10:20,,17.0,,2023-04-13 12:02:10,2023-04-13 11:55:25,2023-04-13 11:55:26,,2023-04-13 11:55:37,
20,2022-08-03,ARTCAL,P3,R5,SM,W,25.0,10,5.2,19.453,15.0,-3.2,,2023-04-13 12:03:35,2023-04-13 00:00:17,29.3,34.0,1,0:28,0,,,,,,,,,2023-04-13 00:07:34,,17.0,,2023-04-13 12:10:52,,,,,
21,2022-08-03,ARTCAL,P4,R1,SM,W,25.0,5,3.0,18.064,17.0,-2.2,,2023-04-13 12:12:33,2023-04-13 00:00:13,29.5,40.0,1,0:43,0,,,,,,,,,2023-04-13 00:04:41,,17.0,,2023-04-13 12:17:01,,,,,
22,2022-08-03,ARTCAL,P4,R2,SM,W,25.0,7.5,4.5,18.379,12.0,-1.9,,2023-04-13 12:19:54,2023-04-13 00:00:10,30.5,39.0,1,0:33,0,,,,,,,,,2023-04-13 00:04:10,,17.0,,2023-04-13 12:23:54,,,,,
23,2022-08-03,ARTCAL,P4,R3,SM,W,25.0,7,2.5,18.234,6.0,-2.2,,2023-04-13 12:25:37,2023-04-13 00:00:15,30.5,39.0,1,0:37,0,,,,,,,,,2023-04-13 00:04:39,,17.0,,2023-04-13 12:30:01,,,,,
24,2022-08-03,ARTCAL,P4,R4,SM,W,25.0,7.4,4.7,18.529,14.0,-1.7,,2023-04-13 12:31:49,2023-04-13 00:00:07,30.7,39.0,1,0:30,0,,,,,,,,,2023-04-13 00:04:30,,17.0,,2023-04-13 12:36:12,,,,,
25,2022-08-03,ARTCAL,P4,R5,SM,W,25.0,3.8,3.1,18.173,5.0,-1.6,,2023-04-13 12:42:47,2023-04-13 00:00:17,31.2,36.0,0,,M,2023-04-13 00:00:56,2023-04-13 00:01:01,,,,,2023-04-13 00:00:56,20,2023-04-13 00:05:34,,17.0,ignited due to door opening; discard?,2023-04-13 12:48:04,2023-04-13 12:43:26,2023-04-13 12:43:26,,2023-04-13 12:43:31,
26,2022-08-03,ARTCAL,P4,R6,SM,W,25.0,5,3.6,18.14,6.0,-1.6,,2023-04-13 12:49:53,2023-04-13 00:00:39,32.2,36.0,1,0:58,1,2023-04-13 00:01:52,2023-04-13 00:01:55,,,,,2023-04-13 00:01:54,30,2023-04-13 00:03:09,,17.0,,2023-04-13 12:52:23,2023-04-13 12:51:08,2023-04-13 12:51:06,,2023-04-13 12:51:09,
27,2022-08-03,ARTCAL,P4,R7,SM,W,25.0,5.1,3.1,17.996,3.0,-1.6,,2023-04-13 12:54:27,2023-04-13 00:00:13,32.2,37.0,1,0:26,0,,,,,,,,,2023-04-13 00:10:15,,17.0,,2023-04-13 13:04:29,,,,,
28,2022-08-03,ARTCAL,P5,R1,SM,W,23.5,29,9.0,19.528,4.0,-1.9,,2023-04-13 13:19:45,2023-04-13 00:00:30,33.1,38.0,0,,1,2023-04-13 00:00:30,2023-04-13 00:00:40,2023-04-13 00:00:50,2023-04-13 00:00:56,,,2023-04-13 00:00:53,15,2023-04-13 00:04:26,,17.0,torched heavily being put in; discard?,2023-04-13 13:23:41,2023-04-13 13:20:08,2023-04-13 13:19:45,2023-04-13 13:20:05,2023-04-13 13:19:55,2023-04-13 13:20:11
29,2022-08-03,ARTCAL,P5,R2,SM,W,25.2,2.5,2.6,18.18,3.0,-1.2,,2023-04-13 13:28:13,2023-04-13 00:00:38,31.9,40.0,1,0:55,1,2023-04-13 00:02:26,2023-04-13 00:02:34,,,,,2023-04-13 00:02:26,9,2023-04-13 00:04:54,,17.0,,2023-04-13 13:32:29,2023-04-13 13:30:01,2023-04-13 13:30:01,,2023-04-13 13:30:09,
30,2022-08-03,ARTCAL,P5,R3,SM,W,25.0,2.9,3.0,18.663,2.0,-1.7,,2023-04-13 13:34:09,2023-04-13 00:00:12,31.6,41.0,1,0:52,0,,,,,,,,,2023-04-13 00:08:13,,17.0,,2023-04-13 13:42:10,,,,,
31,2022-08-03,ARTCAL,P5,R4,SM,W,25.0,3,2.2,17.711,0.0,-1.1,,2023-04-13 13:48:32,2023-04-13 00:00:42,31.6,39.0,1,2:13,0,,,,,,,,,2023-04-13 00:05:40,,17.0,,2023-04-13 13:53:30,,,,,
32,2022-08-03,ARTCAL,P5,R5,SM,W,25.0,2.9,2.1,18.67,5.0,-1.3,,2023-04-13 13:54:58,2023-04-13 00:00:24,31.7,39.0,1,2:31,0,,,,,,,,,2023-04-13 00:06:42,,17.0,torched heavily being put in,2023-04-13 14:01:16,,,,,
33,2022-08-03,ARTCAL,P5,R6,SM,W,25.0,2.6,2.0,17.869,1.0,-1.2,,2023-04-13 14:02:31,2023-04-13 00:00:26,32.3,38.0,0,,1,2023-04-13 00:04:14,2023-04-13 00:04:21,,,,,2023-04-13 00:04:14,18,2023-04-13 00:08:31,,17.0,,2023-04-13 14:10:36,2023-04-13 14:06:19,2023-04-13 14:06:19,,2023-04-13 14:06:26,
34,2022-08-03,ARTCAL,P6,R1,SM,W,25.0,4.5,2.6,18.104,3.0,-2.2,ignited being put in,,,,,,,,,,,,,,,,,,17.0,ignited fully being put in; discard?,,,,,,
35,2022-08-03,ARTCAL,P6,R2,SM,W,26.0,15.6,3.4,18.046,2.0,-3.3,ignited being put in,,,,,,,,,,,,,,,,,,17.0,ignited fully being put in; discard?,,,,,,
36,2022-08-03,ARTCAL,P6,R3,SM,W,25.0,10.5,4.2,18.636,4.0,-2.3,,2023-04-13 14:32:24,2023-04-13 00:00:47,33.0,35.0,1,1:34,0,,,,,,,,,2023-04-13 00:21:31,,17.0,,2023-04-13 14:53:08,,,,,
37,2022-08-25,ARTCAL,P7,R1,RD,W,25.0,1,0.5,17.948,0.0,-1.55,,2023-04-13 11:02:05,2023-04-13 00:00:37,30.6,46.0,1,3:08,0,,,,,,,,,2023-04-13 00:06:03,,14.0,,2023-04-13 11:07:31,,,,,
38,2022-08-25,ARTCAL,P7,R2,RD,W,25.0,6,3.0,18.472,8.0,-1.5,sub-branches are very small- 2-3 cm,2023-04-13 11:08:43,2023-04-13 00:00:19,31.1,44.0,1,0:53,0,,,,,,,,,2023-04-13 00:05:39,,14.0,,2023-04-13 11:14:03,,,,,
39,2022-08-25,ARTCAL,P7,R3,RD,W,25.0,3.9,2.4,18.264,2.0,-1.35,,2023-04-13 11:15:26,2023-04-13 00:00:38,30.8,45.0,1,1:19,0,,,,,,,,,2023-04-13 00:03:53,,14.0,,2023-04-13 11:18:41,,,,,
40,2022-08-25,ARTCAL,P7,R4,RD,W,25.0,5,3.6,18.831,6.0,-1.35,,2023-04-13 11:27:42,2023-04-13 00:00:40,31.7,42.0,1,1:03,1,2023-04-13 00:01:43,2023-04-13 00:01:58,,,,,2023-04-13 00:01:44,24,2023-04-13 00:06:14,,14.0,,2023-04-13 11:33:16,2023-04-13 11:28:46,2023-04-13 11:28:45,,2023-04-13 11:29:00,
41,2022-08-25,ARTCAL,P7,R5,RD,W,25.0,1.5,0.5,17.65,0.0,-1.2,,2023-04-13 11:34:42,2023-04-13 00:00:33,31.9,41.0,1,1:45,0,,,,,,,,,2023-04-13 00:03:43,,14.0,,2023-04-13 11:37:52,,,,,
42,2022-08-25,ARTCAL,P7,R6,RD,W,25.0,2,1.0,17.859,0.0,-1.8,,2023-04-13 11:45:44,2023-04-13 00:00:37,33.0,38.0,1,2:02,0,,,,,,,,,2023-04-13 00:04:00,,14.0,,2023-04-13 11:49:07,,,,,
43,2022-08-25,ARTCAL,P7,R7,RD,W,25.0,13.4,7.6,19.097,3.0,-1.7,,2023-04-13 11:54:55,2023-04-13 00:00:36,33.1,38.0,1,0:50,1,2023-04-13 00:02:05,2023-04-13 00:02:08,,,,,2023-04-13 00:02:05,16,2023-04-13 00:03:08,,14.0,,2023-04-13 11:57:27,2023-04-13 11:56:24,2023-04-13 11:56:24,,2023-04-13 11:56:27,
44,2022-08-25,ARTCAL,P8,R1,RD,W,22.0,2,1.6,17.52,0.0,-1.5,,2023-04-13 12:52:32,2023-04-13 00:00:46,33.1,37.0,1,0:58,0,,,,,,,,,2023-04-13 00:05:40,,14.0,,2023-04-13 12:57:26,,,,,
45,2022-08-25,ARTCAL,P8,R10,RD,W,25.0,1.5,0.9,17.67,0.0,-1.55,,2023-04-13 13:59:09,2023-04-13 00:00:14,31.6,40.0,1,0:33,0,,,,,,,,,2023-04-13 00:07:00,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:05:55,,,,,
46,2022-08-25,ARTCAL,P8,R2,RD,W,25.0,1,0.5,17.432,0.0,-1.5,,2023-04-13 12:58:34,2023-04-13 00:00:34,32.9,38.0,1,0:50,0,,,,,,,,,2023-04-13 00:04:11,,14.0,,2023-04-13 13:02:11,,,,,
47,2022-08-25,ARTCAL,P8,R3,RD,W,25.0,6.8,5.6,18.812,10.0,-1.4,,2023-04-13 13:03:23,2023-04-13 00:00:43,32.6,38.0,1,0:44,0,,,,,,,,,2023-04-13 00:07:53,,14.0,,2023-04-13 13:10:33,,,,,
48,2022-08-25,ARTCAL,P8,R4,RD,W,25.0,2.5,1.4,17.985,1.0,-1.6,,2023-04-13 13:14:15,2023-04-13 00:00:48,32.1,39.0,1,1:00,0,,,,,,,,,2023-04-13 00:02:55,,14.0,,2023-04-13 13:16:22,,,,,
49,2022-08-25,ARTCAL,P8,R5,RD,W,24.8,2.3,1.2,18.116,2.0,-2.4,very small subranches- ~1cm,2023-04-13 13:20:20,2023-04-13 00:00:30,32.0,39.0,1,1:08,0,,,,,,,,,2023-04-13 00:08:22,,14.0,,2023-04-13 13:28:12,,,,,
50,2022-08-25,ARTCAL,P8,R6,RD,W,25.0,5,2.2,18.118,2.0,-1.55,,2023-04-13 13:30:06,2023-04-13 00:00:22,31.7,41.0,1,0:37,0,,,,,,,,,2023-04-13 00:05:05,,14.0,,2023-04-13 13:34:49,,,,,
51,2022-08-25,ARTCAL,P8,R7,RD,W,25.0,1.3,0.7,17.88,0.0,-1.7,,,,,,,,,,,,,,,,,,,14.0,"Unable to see majority of sample in chamber, ipad was moved. Cannot collect any pertainant data. DISCARD",,,,,,
52,2022-08-25,ARTCAL,P8,R8,RD,W,25.0,3.6,1.6,17.912,3.0,-2.0,,2023-04-13 13:45:00,2023-04-13 00:00:14,31.4,40.0,1,0:40,0,,,,,,,,,2023-04-13 00:05:25,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 13:50:11,,,,,
53,2022-08-25,ARTCAL,P8,R9,RD,W,25.0,8.2,2.5,18.411,2.0,-2.45,,2023-04-13 13:51:32,2023-04-13 00:00:45,31.6,40.0,1,1:15,0,,,,,,,,,2023-04-13 00:07:10,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 13:57:57,,,,,
54,2022-08-25,ARTCAL,P9,R1,RD,W,25.0,1.7,1.0,17.646,0.0,-1.3,,2023-04-13 14:07:15,2023-04-13 00:00:23,32.0,39.0,1,1:43,0,,,,,,,,,2023-04-13 00:07:35,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:14:27,,,,,
55,2022-08-25,ARTCAL,P9,R2,RD,W,25.0,1.5,1.3,17.826,0.0,-1.45,,2023-04-13 14:15:37,2023-04-13 00:00:43,32.1,38.0,1,1:01,0,,,,,,,,,2023-04-13 00:05:03,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:19:57,,,,,
56,2022-08-25,ARTCAL,P9,R3,RD,W,25.0,2.8,1.5,17.87,0.0,-1.2,,2023-04-13 14:21:08,2023-04-13 00:00:41,32.0,38.0,1,1:06,0,,,,,,,,,2023-04-13 00:02:25,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:22:52,,,,,
57,2022-08-25,ARTCAL,P9,R4,RD,W,25.0,2.6,1.3,17.872,1.0,-1.6,,2023-04-13 14:24:05,2023-04-13 00:00:38,31.7,39.0,1,1:00,0,,,,,,,,,2023-04-13 00:06:30,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:29:57,,,,,
58,2022-08-25,ARTCAL,P9,R5,RD,W,25.0,7.5,3.1,18.183,3.0,-1.6,,2023-04-13 14:31:14,2023-04-13 00:00:37,31.4,39.0,1,0:47,0,,,,,,,,,2023-04-13 00:05:24,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:36:01,,,,,
59,2022-08-25,ARTCAL,P9,R6,RD,W,25.0,2,1.7,17.82,0.0,-1.8,,2023-04-13 14:37:05,2023-04-13 00:00:40,31.8,39.0,1,1:09,0,,,,,,,,,2023-04-13 00:03:27,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:39:52,,,,,
60,2022-08-25,ARTCAL,P9,R7,RD,W,24.5,2.3,1.1,17.614,1.0,-1.5,,2023-04-13 14:41:00,2023-04-13 00:00:37,32.0,38.0,1,1:18,0,,,,,,,,,2023-04-13 00:03:53,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:44:16,,,,,
61,2022-08-25,ARTCAL,P9,R8,RD,W,25.0,3.5,2.0,18.192,1.0,-1.3,,2023-04-13 14:45:13,2023-04-13 00:00:29,32.0,36.0,1,0:39,0,,,,,,,,,2023-04-13 00:07:06,,14.0,glow ipad unusable; glow metrics garnered from lower ipad,2023-04-13 14:51:50,,,,,
62,2022-07-20,CEAGRI,P1,R1,RD,W,25.0,13.6,6.8,22.033,9.0,-3.0,,2023-04-13 11:05:38,2023-04-13 11:05:38,28.0,44.0,0,,M,2023-04-13 11:13:11,2023-04-13 11:13:43,,,,,2023-04-13 11:13:21,27,2023-04-13 11:14:35,,14.0,,2023-04-13 11:14:35,2023-04-13 11:13:21,2023-04-13 11:13:11,,2023-04-13 11:13:43,
63,2022-07-20,CEAGRI,P1,R2,RD,W,25.0,14,5.0,21.112,12.0,-4.7,,2023-04-13 11:27:23,2023-04-13 11:27:23,33.8,33.0,0,,M,2023-04-13 11:32:58,2023-04-13 11:33:27,,,,,2023-04-13 11:33:10,25,2023-04-13 11:35:56,,14.0,,2023-04-13 11:35:56,2023-04-13 11:33:10,2023-04-13 11:32:58,,2023-04-13 11:33:27,
64,2022-07-20,CEAGRI,P1,R3,RD,W,25.0,21,4.0,21.563,6.0,-3.5,,2023-04-13 11:38:56,2023-04-13 11:38:56,36.7,32.0,0,,M,2023-04-13 11:44:09,2023-04-13 11:44:35,,,,,2023-04-13 11:44:11,28,2023-04-13 11:48:19,,14.0,,2023-04-13 11:48:19,2023-04-13 11:44:11,2023-04-13 11:44:09,,2023-04-13 11:44:35,
65,2022-07-20,CEAGRI,P1,R4,RD,W,25.0,8.8,5.6,21.934,8.0,-4.5,,2023-04-13 11:51:12,2023-04-13 11:51:12,37.3,31.0,0,,M,2023-04-13 11:56:31,2023-04-13 11:56:48,,,,,2023-04-13 11:56:31,40,2023-04-13 11:58:13,,14.0,,2023-04-13 11:58:13,2023-04-13 11:56:31,2023-04-13 11:56:31,,2023-04-13 11:56:48,
66,2022-07-20,CEAGRI,P2,R1,RD,W,25.0,17.1,12.8,22.714,10.0,-3.2,,2023-04-13 12:00:45,2023-04-13 12:00:45,36.6,32.0,0,,M,2023-04-13 12:05:58,2023-04-13 12:06:27,,,,,2023-04-13 12:05:59,37,2023-04-13 12:07:45,,14.0,,2023-04-13 12:07:45,2023-04-13 12:05:59,2023-04-13 12:05:58,,2023-04-13 12:06:27,
67,2022-07-20,CEAGRI,P2,R2,RD,W,25.0,18.1,5.5,25.63,10.0,-3.1,,2023-04-13 12:10:40,2023-04-13 12:10:40,36.5,32.0,0,,M,2023-04-13 12:15:48,2023-04-13 12:16:07,,,,,2023-04-13 12:15:49,32,2023-04-13 12:18:06,,14.0,,2023-04-13 12:18:06,2023-04-13 12:15:49,2023-04-13 12:15:48,,2023-04-13 12:16:07,
68,2022-07-20,CEAGRI,P2,R3,RD,W,25.0,8.4,6.2,24.064,12.0,-2.5,,2023-04-13 13:07:06,2023-04-13 13:07:06,33.7,37.0,0,,M,2023-04-13 13:12:32,2023-04-13 13:12:47,,,,,2023-04-13 13:12:34,40,2023-04-13 13:20:08,,14.0,,2023-04-13 13:20:08,2023-04-13 13:12:34,2023-04-13 13:12:32,,2023-04-13 13:12:47,
69,2022-07-20,CEAGRI,P2,R4,RD,W,25.0,6.4,14.2,24.896,6.0,-2.1,,2023-04-13 13:23:11,2023-04-13 13:23:11,34.3,37.0,0,,M,2023-04-13 13:28:22,2023-04-13 13:28:54,,,,,2023-04-13 13:28:34,35,2023-04-13 13:30:39,,14.0,,2023-04-13 13:30:39,2023-04-13 13:28:34,2023-04-13 13:28:22,,2023-04-13 13:28:54,
70,2022-07-20,CEAGRI,P2,R5,RD,W,25.0,17.5,8.0,24.313,8.0,-2.0,,2023-04-13 13:34:59,2023-04-13 13:34:59,33.0,39.0,0,,1,2023-04-13 13:36:14,2023-04-13 13:36:28,,,,,2023-04-13 13:36:17,35,2023-04-13 13:40:03,,14.0,,2023-04-13 13:40:03,2023-04-13 13:36:17,2023-04-13 13:36:14,,2023-04-13 13:36:28,
71,2022-07-20,CEAGRI,P2,R6,RD,W,25.0,15.6,9.1,22.738,9.0,-2.4,,,,,,,,,,,,,,,,,,,14.0,Sample video is missing?,,,,,,
72,2022-07-20,CEAGRI,P2,R6,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,video is missing,,,,,,
73,2022-07-20,CEAGRI,P2,R7,RD,W,25.0,13,10.0,22.554,4.0,-1.8,,2023-04-13 13:54:41,2023-04-13 13:54:41,33.1,36.0,0,,M,2023-04-13 13:59:59,2023-04-13 14:00:27,,,,,2023-04-13 14:00:17,19,2023-04-13 14:02:58,,14.0,,2023-04-13 14:02:58,2023-04-13 14:00:17,2023-04-13 13:59:59,,2023-04-13 14:00:27,
74,2022-07-20,CEAGRI,P3,R1,RD,W,20.5,19.3,7.7,24.021,6.0,-2.2,,2023-04-13 14:05:37,2023-04-13 14:05:37,31.5,39.0,0,,M,2023-04-13 14:10:55,2023-04-13 14:11:07,2023-04-13 14:11:13,2023-04-13 14:11:21,,,2023-04-13 14:11:16,44,2023-04-13 14:12:27,,14.0,broke in half,2023-04-13 14:12:27,2023-04-13 14:11:16,2023-04-13 14:10:55,2023-04-13 14:11:13,2023-04-13 14:11:07,2023-04-13 14:11:21
75,2022-07-20,CEAGRI,P3,R2,RD,W,25.0,13.5,6.9,23.103,10.0,-1.85,,2023-04-13 14:15:16,2023-04-13 14:15:16,31.9,38.0,0,,M,2023-04-13 14:20:26,2023-04-13 14:20:48,,,,,2023-04-13 14:20:27,39,2023-04-13 14:26:19,,14.0,,2023-04-13 14:26:19,2023-04-13 14:20:27,2023-04-13 14:20:26,,2023-04-13 14:20:48,
76,2022-07-20,CEAGRI,P3,R3,RD,W,25.0,8.5,6.3,22.752,5.0,-2.0,,2023-04-13 14:29:57,2023-04-13 14:29:57,33.0,36.0,0,,M,2023-04-13 14:35:12,2023-04-13 14:35:29,2023-04-13 14:35:25,2023-04-13 14:35:32,,,2023-04-13 14:35:26,38,2023-04-13 14:36:34,,14.0,second manual ignition occurred while sample was on fire from first ignition,2023-04-13 14:36:34,2023-04-13 14:35:26,2023-04-13 14:35:12,2023-04-13 14:35:25,2023-04-13 14:35:29,2023-04-13 14:35:32
77,2022-07-20,CEAGRI,P3,R4,RD,W,25.0,6.7,6.2,21.058,3.0,-1.5,,2023-04-13 14:39:43,2023-04-13 14:39:43,32.7,36.0,0,,M,2023-04-13 14:44:58,2023-04-13 14:45:21,,,,,2023-04-13 14:45:00,32,2023-04-13 14:46:03,,14.0,,2023-04-13 14:46:03,2023-04-13 14:45:00,2023-04-13 14:44:58,,2023-04-13 14:45:21,
78,2022-07-20,CEAGRI,P3,R5,RD,W,25.0,16.2,8.7,25.791,4.0,-1.85,,2023-04-13 14:48:34,2023-04-13 14:48:34,32.8,36.0,0,,M,2023-04-13 14:54:08,2023-04-13 14:54:44,,,,,2023-04-13 14:54:22,36,2023-04-13 14:58:54,,14.0,,2023-04-13 14:58:54,2023-04-13 14:54:22,2023-04-13 14:54:08,,2023-04-13 14:54:44,
79,2022-07-20,CEAGRI,P3,R6,RD,W,25.0,13.4,7.0,25.237,6.0,-1.2,,2023-04-13 15:03:23,2023-04-13 15:03:23,32.7,36.0,0,,M,2023-04-13 15:08:34,2023-04-13 15:09:27,,,,,2023-04-13 15:08:35,39,2023-04-13 15:11:25,,14.0,,2023-04-13 15:11:25,2023-04-13 15:08:35,2023-04-13 15:08:34,,2023-04-13 15:09:27,
